"func_name","file","code","cyclomatic_complexity","num_params","num_lines","has_docstring","comment_ratio","nesting_depth","num_returns","label"
"empty","_aliases.py","def empty(shape: int | tuple[int, ...],
         *,
         dtype: DType | None = None,
         device: Device | None = None,
         **kwargs: object) -> Array:
    return torch.empty(shape, dtype=dtype, device=device, **kwargs)","1","1","6","0","0.0","0","1","Good"
"_decode_blocks","PpmImagePlugin.py","def _decode_blocks(self, maxval: int) -> bytearray:
    data = bytearray()
    max_len = 10
    out_byte_count = 4 if self.mode == ""I"" else 1
    out_max = 65535 if self.mode == ""I"" else 255
    bands = Image.getmodebands(self.mode)
    total_bytes = self.state.xsize * self.state.ysize * bands * out_byte_count

    half_token = b""""
    while len(data) != total_bytes:
        block = self._read_block()  # read next block
        if not block:
            if half_token:
                block = bytearray(b"" "")  # flush half_token
            else:
                # eof
                break

        block = self._ignore_comments(block)

        if half_token:
            block = half_token + block  # stitch half_token to new block
            half_token = b""""

        tokens = block.split()

        if block and not block[-1:].isspace():  # block might split token
            half_token = tokens.pop()  # save half token for later
            if len(half_token) > max_len:  # prevent buildup of half_token
                msg = (
                    b""Token too long found in data: %s"" % half_token[: max_len + 1]
                )
                raise ValueError(msg)

        for token in tokens:
            if len(token) > max_len:
                msg = b""Token too long found in data: %s"" % token[: max_len + 1]
                raise ValueError(msg)
            value = int(token)
            if value < 0:
                msg_str = f""Channel value is negative: {value}""
                raise ValueError(msg_str)
            if value > maxval:
                msg_str = f""Channel value too large for this mode: {value}""
                raise ValueError(msg_str)
            value = round(value / maxval * out_max)
            data += o32(value) if self.mode == ""I"" else o8(value)
            if len(data) == total_bytes:  # finished!
                break
    return data","16","2","50","0","0.02","3","1","Bad"
"__init__","dumper.py","def __init__(self, stream,
        default_style=None, default_flow_style=False,
        canonical=None, indent=None, width=None,
        allow_unicode=None, line_break=None,
        encoding=None, explicit_start=None, explicit_end=None,
        version=None, tags=None, sort_keys=True):
    Emitter.__init__(self, stream, canonical=canonical,
            indent=indent, width=width,
            allow_unicode=allow_unicode, line_break=line_break)
    Serializer.__init__(self, encoding=encoding,
            explicit_start=explicit_start, explicit_end=explicit_end,
            version=version, tags=tags)
    Representer.__init__(self, default_style=default_style,
            default_flow_style=default_flow_style, sort_keys=sort_keys)
    Resolver.__init__(self)","1","15","15","0","0.0","0","0","Okay"
"__init__","_uri.py","def __init__(self, uri=None, scheme=None, userinfo=None, host=None,
             port=None, path=None, query=None, fragment=None):
    """"""Create a URI instance.

    Can be called with either a string URI or the component parts
    of the URI as keyword arguments.

    In either case, all arguments are expected to be appropriately
    URI encoded.
    """"""
    assert (uri is not None and scheme is None and userinfo is None and
            host is None and port is None and path is None and
            query is None and fragment is None) or uri is None, (
        ""URI() must be called with a single string argument or ""
        ""with URI components given as keyword arguments."")

    if uri is not None:
        if isinstance(uri, unicode):
            try:
                uri.encode('ASCII')
            except UnicodeEncodeError:
                raise InvalidURIError(
                    'URIs must consist of ASCII characters')
        match = uri_pat.match(uri)
        if match is None:
            raise InvalidURIError('""%s"" is not a valid URI' % uri)
        self.scheme = match.group('scheme')
        self.userinfo = match.group('userinfo')
        self.host = match.group('host')
        self.port = match.group('port')
        hierpart = match.group('hierpart')
        authority = match.group('authority')
        if authority is None:
            self.path = hierpart
        else:
            # Skip past the //authority part
            self.path = hierpart[2+len(authority):]
        self.query = match.group('query')
        self.fragment = match.group('fragment')
    else:
        if scheme is None:
            raise InvalidURIError('URIs must have a scheme')
        if host is None and (userinfo is not None or port is not None):
            raise InvalidURIError(
                'host must be given if userinfo or port are')
        if path is None:
            raise InvalidURIError('URIs must have a path')
        self.scheme = scheme
        self.userinfo = userinfo
        self.host = host
        self.port = port
        self.path = path
        self.query = query
        self.fragment = fragment

    self._normalise()

    if (self.scheme in ['http', 'https', 'ftp', 'gopher', 'telnet',
                       'imap', 'mms', 'rtsp', 'svn', 'svn+ssh',
                       'bzr', 'bzr+http', 'bzr+ssh'] and
        not self.host):
        raise InvalidURIError('%s URIs must have a host name' %
                              self.scheme)","14","9","63","1","0.016","3","0","Bad"
"center","distance_measures.py","def center(G):
    """"""Returns the center of an undirected tree graph.

    The center of a tree consists of nodes that minimize the maximum eccentricity.
    That is, these nodes minimize the maximum distance to all other nodes.
    This implementation currently only works for unweighted edges.

    If the input graph is not a tree, results are not guaranteed to be correct and while
    some non-trees will raise an ``nx.NotATree`` exception, not all non-trees will be discovered.
    Thus, this function should not be used if caller is unsure whether the input graph
    is a tree. Use ``nx.is_tree(G)`` to check.

    Parameters
    ----------
    G : NetworkX graph
        A tree graph (undirected, acyclic graph).

    Returns
    -------
    center : list
        A list of nodes forming the center of the tree. This can be one or two nodes.

    Raises
    ------
    NetworkXNotImplemented
        If the input graph is directed.

    NotATree
        If the algorithm detects the input graph is not a tree. There is no guarantee
        this error will always raise if a non-tree is passed.

    Notes
    -----
    This algorithm iteratively removes leaves (nodes with degree 1) from the tree until
    there are only 1 or 2 nodes left. The remaining nodes form the center of the tree.

    This algorithm's time complexity is ``O(N)`` where ``N`` is the number of nodes in the tree.

    Examples
    --------
    >>> G = nx.Graph([(1, 2), (1, 3), (2, 4), (2, 5)])
    >>> nx.tree.center(G)
    [1, 2]

    >>> G = nx.path_graph(5)
    >>> nx.tree.center(G)
    [2]
    """"""
    center_candidates_degree = dict(G.degree)
    leaves = {node for node, degree in center_candidates_degree.items() if degree == 1}

    # It's better to fail than an infinite loop, so check leaves to ensure progress.
    while len(center_candidates_degree) > 2 and leaves:
        new_leaves = set()
        for leaf in leaves:
            del center_candidates_degree[leaf]
            for neighbor in G.neighbors(leaf):
                if neighbor not in center_candidates_degree:
                    continue
                center_candidates_degree[neighbor] -= 1
                if (cddn := center_candidates_degree[neighbor]) == 1:
                    new_leaves.add(neighbor)
                elif cddn == 0 and len(center_candidates_degree) != 1:
                    raise nx.NotATree(""input graph is not a tree"")
        leaves = new_leaves

    n = len(center_candidates_degree)
    # check disconnected or cyclic
    if (n == 2 and not leaves) or n not in {1, 2}:
        # We have detected graph is not a tree. This check does not cover all cases.
        # For example, `nx.Graph([(0, 0)])` will not raise an error.
        raise nx.NotATree(""input graph is not a tree"")

    return list(center_candidates_degree)","14","1","74","1","0.054","5","1","Bad"
"str2alignment","styles.py","def str2alignment(v,__map__=dict(
                      centre=TA_CENTER,
                      center=TA_CENTER,
                      left=TA_LEFT,right=TA_RIGHT,
                      justify=TA_JUSTIFY)):
    _ = __map__.get(v.lower(),None)
    if _ is None: raise ValueError(f'{v!r} is illegal value for alignment')
    return _","2","2","8","0","0.0","1","1","Good"
"f","fu.py","def f(rv):
    if not rv.is_Mul:
        return rv

    n, d = rv.as_numer_denom()
    if n.is_Atom or d.is_Atom:
        return rv

    def ok(k, e):
        # initial filtering of factors
        return (
            (e.is_integer or k.is_positive) and (
            k.func in (sin, cos) or (half and
            k.is_Add and
            len(k.args) >= 2 and
            any(any(isinstance(ai, cos) or ai.is_Pow and ai.base is cos
            for ai in Mul.make_args(a)) for a in k.args))))

    n = n.as_powers_dict()
    ndone = [(k, n.pop(k)) for k in list(n.keys()) if not ok(k, n[k])]
    if not n:
        return rv

    d = d.as_powers_dict()
    ddone = [(k, d.pop(k)) for k in list(d.keys()) if not ok(k, d[k])]
    if not d:
        return rv

    # factoring if necessary

    def factorize(d, ddone):
        newk = []
        for k in d:
            if k.is_Add and len(k.args) > 1:
                knew = factor(k) if half else factor_terms(k)
                if knew != k:
                    newk.append((k, knew))
        if newk:
            for i, (k, knew) in enumerate(newk):
                del d[k]
                newk[i] = knew
            newk = Mul(*newk).as_powers_dict()
            for k in newk:
                v = d[k] + newk[k]
                if ok(k, v):
                    d[k] = v
                else:
                    ddone.append((k, v))
            del newk
    factorize(n, ndone)
    factorize(d, ddone)

    # joining
    t = []
    for k in n:
        if isinstance(k, sin):
            a = cos(k.args[0], evaluate=False)
            if a in d and d[a] == n[k]:
                t.append(tan(k.args[0])**n[k])
                n[k] = d[a] = None
            elif half:
                a1 = 1 + a
                if a1 in d and d[a1] == n[k]:
                    t.append((tan(k.args[0]/2))**n[k])
                    n[k] = d[a1] = None
        elif isinstance(k, cos):
            a = sin(k.args[0], evaluate=False)
            if a in d and d[a] == n[k]:
                t.append(tan(k.args[0])**-n[k])
                n[k] = d[a] = None
        elif half and k.is_Add and k.args[0] is S.One and \
                isinstance(k.args[1], cos):
            a = sin(k.args[1].args[0], evaluate=False)
            if a in d and d[a] == n[k] and (d[a].is_integer or \
                    a.is_positive):
                t.append(tan(a.args[0]/2)**-n[k])
                n[k] = d[a] = None

    if t:
        rv = Mul(*(t + [b**e for b, e in n.items() if e]))/\
            Mul(*[b**e for b, e in d.items() if e])
        rv *= Mul(*[b**e for b, e in ndone])/Mul(*[b**e for b, e in ddone])

    return rv","35","1","84","0","0.036","5","6","Bad"
"to_unix","ext.py","def to_unix(self):
    """"""Get the timestamp as a floating-point value.

    :returns: posix timestamp
    :rtype: float
    """"""
    return self.seconds + self.nanoseconds / 1e9","1","1","7","1","0.0","0","1","Good"
"_write_c_tick_lbl_skip","chart.py","def _write_c_tick_lbl_skip(self, val) -> None:
    # Write the <c:tickLblSkip> element.
    if val is None:
        return

    attributes = [(""val"", val)]

    self._xml_empty_tag(""c:tickLblSkip"", attributes)","2","2","8","0","0.125","1","1","Good"
"_get_indices_Mul","index_methods.py","def _get_indices_Mul(expr, return_dummies=False):
    """"""Determine the outer indices of a Mul object.

    Examples
    ========

    >>> from sympy.tensor.index_methods import _get_indices_Mul
    >>> from sympy.tensor.indexed import IndexedBase, Idx
    >>> i, j, k = map(Idx, ['i', 'j', 'k'])
    >>> x = IndexedBase('x')
    >>> y = IndexedBase('y')
    >>> _get_indices_Mul(x[i, k]*y[j, k])
    ({i, j}, {})
    >>> _get_indices_Mul(x[i, k]*y[j, k], return_dummies=True)
    ({i, j}, {}, (k,))

    """"""

    inds = list(map(get_indices, expr.args))
    inds, syms = list(zip(*inds))

    inds = list(map(list, inds))
    inds = list(reduce(lambda x, y: x + y, inds))
    inds, dummies = _remove_repeated(inds)

    symmetry = {}
    for s in syms:
        for pair in s:
            if pair in symmetry:
                symmetry[pair] *= s[pair]
            else:
                symmetry[pair] = s[pair]

    if return_dummies:
        return inds, symmetry, dummies
    else:
        return inds, symmetry","5","2","37","1","0.0","3","2","Good"
"parseImpl","core.py","def parseImpl(self, instring, loc, doActions=True):
    result = self.re_match(instring, loc)
    if not result:
        raise ParseException(instring, loc, self.errmsg, self)

    loc = result.end()
    ret = ParseResults(result.group())
    d = result.groupdict()
    if d:
        for k, v in d.items():
            ret[k] = v
    return loc, ret","4","4","12","0","0.0","2","1","Okay"
"pending","ssl.py","def pending(self):
    self._checkClosed()
    if self._sslobj is not None:
        return self._sslobj.pending()
    else:
        return 0","2","1","6","0","0.0","1","2","Good"
"default_dtypes","_info.py","def default_dtypes(self, *, device=None):
    """"""
    The default data types used for new CuPy arrays.

    For CuPy, this always returns the following dictionary:

    - **""real floating""**: ``cupy.float64``
    - **""complex floating""**: ``cupy.complex128``
    - **""integral""**: ``cupy.intp``
    - **""indexing""**: ``cupy.intp``

    Parameters
    ----------
    device : str, optional
        The device to get the default data types for.

    Returns
    -------
    dtypes : dict
        A dictionary describing the default data types used for new CuPy
        arrays.

    See Also
    --------
    __array_namespace_info__.capabilities,
    __array_namespace_info__.default_device,
    __array_namespace_info__.dtypes,
    __array_namespace_info__.devices

    Examples
    --------
    >>> info = xp.__array_namespace_info__()
    >>> info.default_dtypes()
    {'real floating': cupy.float64,
     'complex floating': cupy.complex128,
     'integral': cupy.int64,
     'indexing': cupy.int64}

    """"""
    # TODO: Does this depend on device?
    return {
        ""real floating"": dtype(float64),
        ""complex floating"": dtype(complex128),
        ""integral"": dtype(intp),
        ""indexing"": dtype(intp),
    }","1","1","46","1","0.022","0","1","Good"
"eval_for_poly","galois_resolvents.py","def eval_for_poly(self, T, find_integer_root=False):
    r""""""
    Compute the integer values of the coefficients of this resolvent, when
    plugging in the roots of a given polynomial.

    Parameters
    ==========

    T : :py:class:`~.Poly`

    find_integer_root : ``bool``, default ``False``
        If ``True``, then also determine whether the resolvent has an
        integer root, and return the first one found, along with its
        index, i.e. the index of the permutation ``self.s[i]`` it
        corresponds to.

    Returns
    =======

    Tuple ``(R, a, i)``

        ``R`` is this resolvent as a dense univariate polynomial over
        :ref:`ZZ`, i.e. a list of :ref:`ZZ`.

        If *find_integer_root* was ``True``, then ``a`` and ``i`` are the
        first integer root found, and its index, if one exists.
        Otherwise ``a`` and ``i`` are both ``None``.

    """"""
    approx_roots_of_T = self.approximate_roots_of_poly(T, target='coeffs')
    approx_roots_of_self = [r(*approx_roots_of_T) for r in self.root_lambdas]
    approx_coeffs_of_self = [c(*approx_roots_of_self) for c in self.esf_lambdas]

    R = []
    for c in approx_coeffs_of_self:
        if self.round_mpf(c.imag) != 0:
            # If precision was enough, this should never happen.
            raise ResolventException(f""Got non-integer coeff for resolvent: {c}"")
        R.append(self.round_mpf(c.real))

    a0, i0 = None, None

    if find_integer_root:
        for i, r in enumerate(approx_roots_of_self):
            if self.round_mpf(r.imag) != 0:
                continue
            if not dup_eval(R, (a := self.round_mpf(r.real)), ZZ):
                a0, i0 = a, i
                break

    return R, a0, i0","9","3","51","1","0.02","3","1","Okay"
"find_all","nodes.py","def find_all(
    self, node_type: t.Union[t.Type[_NodeBound], t.Tuple[t.Type[_NodeBound], ...]]
) -> t.Iterator[_NodeBound]:
    """"""Find all the nodes of a given type.  If the type is a tuple,
    the check is performed for any of the tuple items.
    """"""
    for child in self.iter_child_nodes():
        if isinstance(child, node_type):
            yield child  # type: ignore
        yield from child.find_all(node_type)","3","2","10","1","0.0","2","0","Good"
"__init__","six.py","def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
    super(MovedAttribute, self).__init__(name)
    if PY3:
        if new_mod is None:
            new_mod = name
        self.mod = new_mod
        if new_attr is None:
            if old_attr is None:
                new_attr = name
            else:
                new_attr = old_attr
        self.attr = new_attr
    else:
        self.mod = old_mod
        if old_attr is None:
            old_attr = name
        self.attr = old_attr","6","6","17","0","0.0","3","0","Bad"
"_wrap_specfun","ctx_iv.py","def _wrap_specfun(cls, name, f, wrap):
    if wrap:
        def f_wrapped(ctx, *args, **kwargs):
            convert = ctx.convert
            args = [convert(a) for a in args]
            prec = ctx.prec
            try:
                ctx.prec += 10
                retval = f(ctx, *args, **kwargs)
            finally:
                ctx.prec = prec
            return +retval
    else:
        f_wrapped = f
    setattr(cls, name, f_wrapped)","2","4","15","0","0.0","1","1","Okay"
"is_animated","GifImagePlugin.py","def is_animated(self) -> bool:
    if self._n_frames is not None:
        return self._n_frames != 1

    current = self.tell()
    if current:
        return True

    try:
        self._seek(1, False)
        is_animated = True
    except EOFError:
        is_animated = False

    self.seek(current)
    return is_animated","4","1","16","0","0.0","1","3","Good"
"parse_primary","parser.py","def parse_primary(self, with_namespace: bool = False) -> nodes.Expr:
    """"""Parse a name or literal value. If ``with_namespace`` is enabled, also
    parse namespace attr refs, for use in assignments.""""""
    token = self.stream.current
    node: nodes.Expr
    if token.type == ""name"":
        next(self.stream)
        if token.value in (""true"", ""false"", ""True"", ""False""):
            node = nodes.Const(token.value in (""true"", ""True""), lineno=token.lineno)
        elif token.value in (""none"", ""None""):
            node = nodes.Const(None, lineno=token.lineno)
        elif with_namespace and self.stream.current.type == ""dot"":
            # If namespace attributes are allowed at this point, and the next
            # token is a dot, produce a namespace reference.
            next(self.stream)
            attr = self.stream.expect(""name"")
            node = nodes.NSRef(token.value, attr.value, lineno=token.lineno)
        else:
            node = nodes.Name(token.value, ""load"", lineno=token.lineno)
    elif token.type == ""string"":
        next(self.stream)
        buf = [token.value]
        lineno = token.lineno
        while self.stream.current.type == ""string"":
            buf.append(self.stream.current.value)
            next(self.stream)
        node = nodes.Const("""".join(buf), lineno=lineno)
    elif token.type in (""integer"", ""float""):
        next(self.stream)
        node = nodes.Const(token.value, lineno=token.lineno)
    elif token.type == ""lparen"":
        next(self.stream)
        node = self.parse_tuple(explicit_parentheses=True)
        self.stream.expect(""rparen"")
    elif token.type == ""lbracket"":
        node = self.parse_list()
    elif token.type == ""lbrace"":
        node = self.parse_dict()
    else:
        self.fail(f""unexpected {describe_token(token)!r}"", token.lineno)
    return node","12","2","41","1","0.049","6","1","Bad"
"__init__","__init__.py","def __init__(
    self,
    *,
    name,
    userValue,
    userMinimum=None,
    userMaximum=None,
    elidable=False,
    olderSibling=False,
    linkedUserValue=None,
    labelNames=None,
):
    self.userMinimum: Optional[float] = userMinimum
    """"""STAT field ``rangeMinValue`` (format 2).""""""
    self.userValue: float = userValue
    """"""STAT field ``value`` (format 1, 3) or ``nominalValue`` (format 2).""""""
    self.userMaximum: Optional[float] = userMaximum
    """"""STAT field ``rangeMaxValue`` (format 2).""""""
    self.name: str = name
    """"""Label for this axis location, STAT field ``valueNameID``.""""""
    self.elidable: bool = elidable
    """"""STAT flag ``ELIDABLE_AXIS_VALUE_NAME``.

    See: `OTSpec STAT Flags <https://docs.microsoft.com/en-us/typography/opentype/spec/stat#flags>`_
    """"""
    self.olderSibling: bool = olderSibling
    """"""STAT flag ``OLDER_SIBLING_FONT_ATTRIBUTE``.

    See: `OTSpec STAT Flags <https://docs.microsoft.com/en-us/typography/opentype/spec/stat#flags>`_
    """"""
    self.linkedUserValue: Optional[float] = linkedUserValue
    """"""STAT field ``linkedValue`` (format 3).""""""
    self.labelNames: MutableMapping[str, str] = labelNames or {}
    """"""User-facing translations of this location's label. Keyed by
    ``xml:lang`` code.
    """"""","2","1","36","0","0.0","0","0","Good"
"_dijkstra","weighted.py","def _dijkstra(G, source, weight, pred=None, paths=None, cutoff=None, target=None):
    """"""Uses Dijkstra's algorithm to find shortest weighted paths from a
    single source.

    This is a convenience function for :func:`_dijkstra_multisource`
    with all the arguments the same, except the keyword argument
    `sources` set to ``[source]``.

    """"""
    return _dijkstra_multisource(
        G, [source], weight, pred=pred, paths=paths, cutoff=cutoff, target=target
    )","1","7","12","1","0.0","0","1","Okay"
"create_spacyLanguage","_dill.py","def create_spacyLanguage(config, bytes):
    lang_cls = spacy.util.get_lang_class(config[""nlp""][""lang""])
    lang_inst = lang_cls.from_config(config)
    return lang_inst.from_bytes(bytes)","1","2","4","0","0.0","0","1","Good"
"valid_contexto","core.py","def valid_contexto(label: str, pos: int, exception: bool = False) -> bool:
    cp_value = ord(label[pos])

    if cp_value == 0x00b7:
        if 0 < pos < len(label)-1:
            if ord(label[pos - 1]) == 0x006c and ord(label[pos + 1]) == 0x006c:
                return True
        return False

    elif cp_value == 0x0375:
        if pos < len(label)-1 and len(label) > 1:
            return _is_script(label[pos + 1], 'Greek')
        return False

    elif cp_value == 0x05f3 or cp_value == 0x05f4:
        if pos > 0:
            return _is_script(label[pos - 1], 'Hebrew')
        return False

    elif cp_value == 0x30fb:
        for cp in label:
            if cp == '\u30fb':
                continue
            if _is_script(cp, 'Hiragana') or _is_script(cp, 'Katakana') or _is_script(cp, 'Han'):
                return True
        return False

    elif 0x660 <= cp_value <= 0x669:
        for cp in label:
            if 0x6f0 <= ord(cp) <= 0x06f9:
                return False
        return True

    elif 0x6f0 <= cp_value <= 0x6f9:
        for cp in label:
            if 0x660 <= ord(cp) <= 0x0669:
                return False
        return True

    return False","23","3","40","0","0.0","8","13","Bad"
"__round__","fractions.py","def __round__(self, ndigits=None):
    """"""round(self, ndigits)

    Rounds half toward even.
    """"""
    if ndigits is None:
        d = self._denominator
        floor, remainder = divmod(self._numerator, d)
        if remainder * 2 < d:
            return floor
        elif remainder * 2 > d:
            return floor + 1
        # Deal with the half case:
        elif floor % 2 == 0:
            return floor
        else:
            return floor + 1
    shift = 10**abs(ndigits)
    # See _operator_fallbacks.forward to check that the results of
    # these operations will always be Fraction and therefore have
    # round().
    if ndigits > 0:
        return Fraction(round(self * shift), shift)
    else:
        return Fraction(round(self / shift) * shift)","6","2","25","1","0.16","4","6","Okay"
"parseImpl","core.py","def parseImpl(self, instring, loc, doActions=True):
    if instring[loc] not in self.initChars:
        raise ParseException(instring, loc, self.errmsg, self)

    start = loc
    loc += 1
    instrlen = len(instring)
    bodychars = self.bodyChars
    maxloc = start + self.maxLen
    maxloc = min(maxloc, instrlen)
    while loc < maxloc and instring[loc] in bodychars:
        loc += 1

    throwException = False
    if loc - start < self.minLen:
        throwException = True
    elif self.maxSpecified and loc < instrlen and instring[loc] in bodychars:
        throwException = True
    elif self.asKeyword:
        if (
            start > 0
            and instring[start - 1] in bodychars
            or loc < instrlen
            and instring[loc] in bodychars
        ):
            throwException = True

    if throwException:
        raise ParseException(instring, loc, self.errmsg, self)

    return loc, instring[start:loc]","14","4","31","0","0.0","4","1","Bad"
"_eval_trace","adjoint.py","def _eval_trace(self):
    from sympy.matrices.expressions.trace import Trace
    return conjugate(Trace(self.arg))","1","1","3","0","0.0","0","1","Good"
"_extend_mode_to_code","_ni_support.py","def _extend_mode_to_code(mode, is_filter=False):
    """"""Convert an extension mode to the corresponding integer code.
    """"""
    if mode == 'nearest':
        return 0
    elif mode == 'wrap':
        return 1
    elif mode in ['reflect', 'grid-mirror']:
        return 2
    elif mode == 'mirror':
        return 3
    elif mode == 'constant':
        return 4
    elif mode == 'grid-wrap' and is_filter:
        return 1
    elif mode == 'grid-wrap':
        return 5
    elif mode == 'grid-constant' and is_filter:
        return 4
    elif mode == 'grid-constant':
        return 6
    else:
        raise RuntimeError('boundary mode not supported')","12","2","23","1","0.0","9","9","Bad"
"b","ctx_iv.py","def b(self):
    a, b = self._mpi_
    return self.ctx.make_mpf((b, b))","1","1","3","0","0.0","0","1","Good"
"url","_generated.py","def url(self) -> str:
    """"""Frame.url

    Returns frame's url.

    Returns
    -------
    str
    """"""
    return mapping.from_maybe_impl(self._impl_obj.url)","1","1","10","1","0.0","0","1","Good"
"_write_a_ln","chart.py","def _write_a_ln(self, line) -> None:
    # Write the <a:ln> element.
    attributes = []

    # Add the line width as an attribute.
    width = line.get(""width"")

    if width is not None:
        # Round width to nearest 0.25, like Excel.
        width = int((width + 0.125) * 4) / 4.0

        # Convert to internal units.
        width = int(0.5 + (12700 * width))

        attributes = [(""w"", width)]

    if line.get(""none"") or line.get(""color"") or line.get(""dash_type""):
        self._xml_start_tag(""a:ln"", attributes)

        # Write the line fill.
        if ""none"" in line:
            # Write the a:noFill element.
            self._write_a_no_fill()
        elif ""color"" in line:
            # Write the a:solidFill element.
            self._write_a_solid_fill(line)

        # Write the line/dash type.
        line_type = line.get(""dash_type"")
        if line_type:
            # Write the a:prstDash element.
            self._write_a_prst_dash(line_type)

        self._xml_end_tag(""a:ln"")
    else:
        self._xml_empty_tag(""a:ln"", attributes)","8","2","36","0","0.25","3","0","Okay"
"_reset_visual_defaults","text.py","def _reset_visual_defaults(
    self,
    text='',
    color=None,
    fontproperties=None,
    usetex=None,
    parse_math=None,
    wrap=False,
    verticalalignment='baseline',
    horizontalalignment='left',
    multialignment=None,
    rotation=None,
    transform_rotates_text=False,
    linespacing=None,
    rotation_mode=None,
    antialiased=None
):
    self.set_text(text)
    self.set_color(mpl._val_or_rc(color, ""text.color""))
    self.set_fontproperties(fontproperties)
    self.set_usetex(usetex)
    self.set_parse_math(mpl._val_or_rc(parse_math, 'text.parse_math'))
    self.set_wrap(wrap)
    self.set_verticalalignment(verticalalignment)
    self.set_horizontalalignment(horizontalalignment)
    self._multialignment = multialignment
    self.set_rotation(rotation)
    self._transform_rotates_text = transform_rotates_text
    self._bbox_patch = None  # a FancyBboxPatch instance
    self._renderer = None
    if linespacing is None:
        linespacing = 1.2  # Maybe use rcParam later.
    self.set_linespacing(linespacing)
    self.set_rotation_mode(rotation_mode)
    self.set_antialiased(antialiased if antialiased is not None else
                         mpl.rcParams['text.antialiased'])","3","15","36","0","0.0","1","0","Okay"
"get_mapping_for_index","array_expressions.py","def get_mapping_for_index(self, ind) -> list[_IndPos]:
    if ind >= self.number_of_contraction_indices:
        raise ValueError(""index value exceeding the index range"")
    positions: list[_IndPos] = []
    for i, arg_with_ind in enumerate(self.args_with_ind):
        for j, arg_ind in enumerate(arg_with_ind.indices):
            if ind == arg_ind:
                positions.append(_IndPos(i, j))
    return positions","5","2","9","0","0.0","3","1","Okay"
"preParse","core.py","def preParse(self, instring: str, loc: int) -> int:
    if col(loc, instring) != self.col:
        instrlen = len(instring)
        if self.ignoreExprs:
            loc = self._skipIgnorables(instring, loc)
        while (
            loc < instrlen
            and instring[loc].isspace()
            and col(loc, instring) != self.col
        ):
            loc += 1
    return loc","6","3","12","0","0.0","2","1","Okay"
"remove_dot_segments","_uri.py","def remove_dot_segments(path):
    """"""Remove '.' and '..' segments from a URI path.

    Follows the rules specified in Section 5.2.4 of RFC 3986.
    """"""
    output = []
    while path:
        if path.startswith('../'):
            path = path[3:]
        elif path.startswith('./'):
            path = path[2:]
        elif path.startswith('/./') or path == '/.':
            path = '/' + path[3:]
        elif path.startswith('/../') or path == '/..':
            path = '/' + path[4:]
            if len(output) > 0:
                del output[-1]
        elif path in ['.', '..']:
            path = ''
        else:
            if path.startswith('/'):
                slash = path.find('/', 1)
            else:
                slash = path.find('/')
            if slash < 0:
                slash = len(path)
            output.append(path[:slash])
            path = path[slash:]
    return ''.join(output)","12","1","29","1","0.0","7","1","Bad"
"_eval_is_zero_infinite_helper","mul.py","def _eval_is_zero_infinite_helper(self):
    #
    # Helper used by _eval_is_zero and _eval_is_infinite.
    #
    # Three-valued logic is tricky so let us reason this carefully. It
    # would be nice to say that we just check is_zero/is_infinite in all
    # args but we need to be careful about the case that one arg is zero
    # and another is infinite like Mul(0, oo) or more importantly a case
    # where it is not known if the arguments are zero or infinite like
    # Mul(y, 1/x). If either y or x could be zero then there is a
    # *possibility* that we have Mul(0, oo) which should give None for both
    # is_zero and is_infinite.
    #
    # We keep track of whether we have seen a zero or infinity but we also
    # need to keep track of whether we have *possibly* seen one which
    # would be indicated by None.
    #
    # For each argument there is the possibility that is_zero might give
    # True, False or None and likewise that is_infinite might give True,
    # False or None, giving 9 combinations. The True cases for is_zero and
    # is_infinite are mutually exclusive though so there are 3 main cases:
    #
    # - is_zero = True
    # - is_infinite = True
    # - is_zero and is_infinite are both either False or None
    #
    # At the end seen_zero and seen_infinite can be any of 9 combinations
    # of True/False/None. Unless one is False though we cannot return
    # anything except None:
    #
    # - is_zero=True needs seen_zero=True and seen_infinite=False
    # - is_zero=False needs seen_zero=False
    # - is_infinite=True needs seen_infinite=True and seen_zero=False
    # - is_infinite=False needs seen_infinite=False
    # - anything else gives both is_zero=None and is_infinite=None
    #
    # The loop only sets the flags to True or None and never back to False.
    # Hence as soon as neither flag is False we exit early returning None.
    # In particular as soon as we encounter a single arg that has
    # is_zero=is_infinite=None we exit. This is a common case since it is
    # the default assumptions for a Symbol and also the case for most
    # expressions containing such a symbol. The early exit gives a big
    # speedup for something like Mul(*symbols('x:1000')).is_zero.
    #
    seen_zero = seen_infinite = False

    for a in self.args:
        if a.is_zero:
            if seen_infinite is not False:
                return None, None
            seen_zero = True
        elif a.is_infinite:
            if seen_zero is not False:
                return None, None
            seen_infinite = True
        else:
            if seen_zero is False and a.is_zero is None:
                if seen_infinite is not False:
                    return None, None
                seen_zero = None
            if seen_infinite is False and a.is_infinite is None:
                if seen_zero is not False:
                    return None, None
                seen_infinite = None

    return seen_zero, seen_infinite","12","1","66","0","0.652","5","5","Bad"
